contigName	contigLen	totalAvgDepth	SRR10420352_mapped_all.sorted.bam	SRR10420352_mapped_all.sorted.bam-var
bin.15_k119_13821	859775	58.5342	58.5342	26768.6
bin.15_k119_17126	470346	117.912	117.912	109673
bin.1_k119_6508	251506	12.4289	12.4289	8411.68
bin.1_k119_21897	2.41251e+06	14.7723	14.7723	16611.4
bin.2_k119_12908	9247	0.0886006	0.0886006	0.222355
bin.2_k119_4392	118443	0.855892	0.855892	60.3326
bin.2_k119_13677	108031	1.37663	1.37663	111.131
bin.2_k119_9834	327643	1.41192	1.41192	103.439
bin.2_k119_14458	312425	1.52228	1.52228	219.071
bin.3_k119_15936	27797	200.868	200.868	1.07387e+06
bin.3_k119_3792	79729	133.143	133.143	143910
bin.3_k119_19701	228527	288.921	288.921	814635
bin.3_k119_6867	25986	499.61	499.61	2.87191e+06
bin.3_k119_9190	194789	1602.52	1602.52	2.46064e+07
bin.3_k119_11286	66744	88.5758	88.5758	26163.9
bin.3_k119_15580	83245	315.792	315.792	714392
bin.3_k119_7355	913651	334.572	334.572	1.28217e+06
bin.3_k119_16760	603334	267.65	267.65	3.24877e+06
bin.3_k119_10807	298608	729.167	729.167	1.29078e+07
bin.3_k119_21656	343659	1095.68	1095.68	5.50921e+08
bin.3_k119_12603	265969	661.775	661.775	5.92418e+06
bin.3_k119_12755	206963	198.723	198.723	1.4252e+06
bin.4_k119_14186	24278	2.6461	2.6461	335.446
bin.4_k119_17144	201887	2.98244	2.98244	237.762
bin.4_k119_8688	17993	7.06109	7.06109	930.317
bin.5_k119_7964	4098	5.03977	5.03977	170.424
bin.5_k119_18375	16381	23.384	23.384	7502.88
bin.5_k119_13556	18145	13.1205	13.1205	2292.14
bin.5_k119_86	52945	40.5099	40.5099	47465.7
bin.5_k119_8090	29675	140.141	140.141	393550
bin.5_k119_9183	139042	44.2227	44.2227	11900.3
bin.5_k119_3250	11603	14.7838	14.7838	1446.78
bin.5_k119_3311	2996	9.59592	9.59592	758.196
bin.5_k119_1973	96270	16.1985	16.1985	9039.17
bin.5_k119_213	3573	3.9889	3.9889	126.473
bin.5_k119_226	22481	48.6202	48.6202	8276.48
bin.5_k119_20815	261053	54.643	54.643	134996
bin.5_k119_6838	60232	24.7281	24.7281	3579.8
bin.5_k119_8162	109633	68.6812	68.6812	15898
bin.5_k119_2086	15654	5.5269	5.5269	2096.41
bin.5_k119_6919	20857	16.4036	16.4036	3217.14
bin.5_k119_11982	81993	42.5461	42.5461	56797.2
bin.5_k119_3854	106726	13.2411	13.2411	1615.29
bin.5_k119_20869	84331	5.9735	5.9735	731.566
bin.5_k119_1107	30212	11.4193	11.4193	1103
bin.5_k119_8185	101968	13.5794	13.5794	1616.29
bin.5_k119_9197	46593	7.14939	7.14939	716.794
bin.5_k119_12107	3646	11.2211	11.2211	1004.31
bin.5_k119_8709	194016	14.5502	14.5502	2625.94
bin.5_k119_2934	103688	19.6677	19.6677	12797.5
bin.5_k119_3862	154420	4.07531	4.07531	464.057
bin.5_k119_12405	29049	71.2797	71.2797	31482.5
bin.5_k119_13762	281485	32.3238	32.3238	23746.7
bin.5_k119_14591	4199	4.01951	4.01951	367.923
bin.5_k119_6592	50274	41.2001	41.2001	20228.2
bin.5_k119_7163	193291	17.1685	17.1685	2467.02
bin.5_k119_8414	277131	15.1795	15.1795	3418.2
bin.5_k119_4591	68472	15.5216	15.5216	2630.92
bin.5_k119_20507	128861	9.35064	9.35064	1762.53
bin.5_k119_21452	16537	4.66754	4.66754	321.39
bin.5_k119_20588	70283	19.1686	19.1686	2182.59
bin.5_k119_20941	88677	53.5202	53.5202	17020.6
bin.5_k119_20156	4407	46.681	46.681	4570.85
bin.5_k119_4801	283799	23.7886	23.7886	8214.5
bin.5_k119_6677	184609	13.012	13.012	3265.09
bin.5_k119_10920	38687	37.309	37.309	14825.4
bin.5_k119_10947	92350	13.1383	13.1383	2447.49
bin.5_k119_10949	36049	3.1217	3.1217	276.572
bin.5_k119_10952	19086	91.675	91.675	591775
bin.5_k119_7686	221934	20.1563	20.1563	15714.2
bin.5_k119_21210	171754	12.6676	12.6676	3521.71
bin.5_k119_21699	13880	1.54588	1.54588	33.8999
bin.5_k119_19406	77554	10.7486	10.7486	1889.3
bin.5_k119_21402	140034	18.3482	18.3482	9872.52
bin.5_k119_21403	64474	5.63155	5.63155	583.695
bin.5_k119_19560	128978	11.4567	11.4567	1371.21
bin.5_k119_9563	28671	32.7111	32.7111	7103.14
bin.5_k119_21820	84361	68.6448	68.6448	116944
bin.5_k119_18964	145351	56.5137	56.5137	30824
bin.5_k119_12771	73443	8.52601	8.52601	1188.88
bin.6_k119_12854	6785	7.20784	7.20784	603.154
bin.6_k119_11034	4888	6.46539	6.46539	464.708
bin.6_k119_8585	9284	5.3834	5.3834	366.48
bin.6_k119_1884	25336	33.4946	33.4946	5178.71
bin.6_k119_12871	36408	19.0916	19.0916	2599.57
bin.6_k119_16591	21900	11.3679	11.3679	1169.96
bin.6_k119_14706	48936	16.5959	16.5959	2452.14
bin.6_k119_14159	6611	3.4182	3.4182	132.421
bin.6_k119_15362	26003	94.6698	94.6698	86224.8
bin.6_k119_8036	33395	20.877	20.877	3585.13
bin.6_k119_6202	45892	39.6422	39.6422	17252.6
bin.6_k119_665	30173	34.9015	34.9015	14253.2
bin.6_k119_8647	43696	19.4322	19.4322	4039.56
bin.6_k119_1301	31847	17.8977	17.8977	3303.06
bin.6_k119_3685	92352	14.931	14.931	2610.85
bin.6_k119_2574	16817	15.3104	15.3104	2177.51
bin.6_k119_6232	14773	69.3454	69.3454	36676
bin.6_k119_11112	22603	19.6384	19.6384	3227.46
bin.6_k119_3230	16097	41.976	41.976	11721.5
bin.6_k119_6252	7422	25.9337	25.9337	2552.03
bin.6_k119_16617	31575	12.5129	12.5129	1390.67
bin.6_k119_2581	25636	5.23323	5.23323	509.533
bin.6_k119_11115	31812	8.89249	8.89249	828.323
bin.6_k119_179	24107	28.9097	28.9097	7959.68
bin.6_k119_21419	15592	16.4736	16.4736	1561.1
bin.6_k119_13623	84428	14.81	14.81	2127.77
bin.6_k119_860	6483	1.26101	1.26101	35.5367
bin.6_k119_6835	5144	0.19984	0.19984	0.431927
bin.6_k119_6281	69659	43.0612	43.0612	34279.4
bin.6_k119_3379	9180	4.299	4.299	326.325
bin.6_k119_11912	16829	14.7821	14.7821	1973.14
bin.6_k119_936	3374	9.11414	9.11414	723.328
bin.6_k119_20234	37931	65.1165	65.1165	41154.5
bin.6_k119_11149	73994	10.8638	10.8638	1152.86
bin.6_k119_17999	21187	5.72387	5.72387	914.254
bin.6_k119_5636	37859	97.1097	97.1097	55805.6
bin.6_k119_2721	19398	8.28943	8.28943	667.217
bin.6_k119_3402	46168	156.759	156.759	2.79027e+06
bin.6_k119_20256	15823	16.2962	16.2962	1897.9
bin.6_k119_2071	50595	16.8884	16.8884	2086.71
bin.6_k119_11180	28123	26.2546	26.2546	19503.3
bin.6_k119_1022	7706	1.55532	1.55532	68.6355
bin.6_k119_11211	5456	32.4512	32.4512	5938.99
bin.6_k119_16681	17839	7.60789	7.60789	2704.9
bin.6_k119_2810	47440	76.8606	76.8606	31059.3
bin.6_k119_9227	6379	1.84171	1.84171	53.8006
bin.6_k119_3466	75692	43.651	43.651	16807.7
bin.6_k119_8202	8577	3.70915	3.70915	190.255
bin.6_k119_20262	120914	19.6453	19.6453	33309.9
bin.6_k119_1542	14642	2.27871	2.27871	166.818
bin.6_k119_15427	21695	43.2942	43.2942	10450.5
bin.6_k119_607	17487	8.73225	8.73225	578.652
bin.6_k119_9841	86152	43.257	43.257	38465.4
bin.6_k119_9292	37191	27.7084	27.7084	3965.65
bin.6_k119_3652	3950	160.673	160.673	51732.4
bin.6_k119_7003	8953	15.8555	15.8555	2677.09
bin.6_k119_8354	32140	29.8288	29.8288	6575.7
bin.6_k119_9849	70102	16.5421	16.5421	3292.54
bin.6_k119_1813	37608	7.11952	7.11952	554.738
bin.6_k119_7143	24256	6.60852	6.60852	490.07
bin.6_k119_9977	4823	1.0642	1.0642	10.2416
bin.6_k119_10012	33897	16.8206	16.8206	2627.56
bin.6_k119_15590	25510	15.6377	15.6377	1493.23
bin.6_k119_12475	4174	0.0767893	0.0767893	0.18575
bin.6_k119_12488	42178	27.3802	27.3802	5626.43
bin.6_k119_14639	20224	4.14636	4.14636	286.728
bin.6_k119_10760	25788	9.35697	9.35697	1389.04
bin.6_k119_12503	43009	15.8289	15.8289	2489.54
bin.6_k119_12148	30591	50.4965	50.4965	10434.2
bin.6_k119_21478	22769	12.202	12.202	1306.72
bin.6_k119_20602	30088	7.87147	7.87147	707.582
bin.6_k119_15784	104087	32.9278	32.9278	11404.5
bin.6_k119_21526	113271	13.1064	13.1064	6902.52
bin.6_k119_12972	43259	164.788	164.788	196558
bin.6_k119_14683	32772	8.5602	8.5602	1049.26
bin.6_k119_20166	24061	2.08824	2.08824	177.099
bin.6_k119_15879	31758	6.60415	6.60415	458.949
bin.6_k119_20987	114659	9.60758	9.60758	1862.15
bin.6_k119_16825	27365	28.8338	28.8338	7079.23
bin.6_k119_18520	87227	7.27762	7.27762	792.234
bin.6_k119_15891	9052	16.3314	16.3314	2090.12
bin.6_k119_7672	44331	27.6486	27.6486	4609.41
bin.6_k119_21034	78273	14.5547	14.5547	6849.73
bin.6_k119_8921	19763	34.6285	34.6285	3268.27
bin.6_k119_15893	137693	46.7257	46.7257	20709.3
bin.6_k119_15896	18015	3.38869	3.38869	318.534
bin.6_k119_19175	49624	46.6126	46.6126	33036.8
bin.6_k119_13957	24193	47.6583	47.6583	13639.2
bin.6_k119_19362	15971	4.77757	4.77757	261.582
bin.6_k119_13996	9695	20.0838	20.0838	2302.39
bin.6_k119_14044	3638	10.834	10.834	584.943
bin.6_k119_21709	11759	3.83547	3.83547	294.693
bin.6_k119_13417	16271	4.68395	4.68395	287.65
bin.6_k119_13428	13801	14.9012	14.9012	1025.3
bin.6_k119_19530	47768	20.8878	20.8878	3045.08
bin.6_k119_12624	12909	22.2799	22.2799	9795.23
bin.6_k119_12658	6838	8.19677	8.19677	1218.22
bin.6_k119_12715	4570	26.8991	26.8991	4428.78
bin.6_k119_18750	104413	37.7733	37.7733	22385
bin.6_k119_9641	37141	100.413	100.413	184677
bin.6_k119_9765	36412	32.6739	32.6739	4851.9
bin.6_k119_21849	23820	86.6564	86.6564	586631
bin.6_k119_12768	67933	20.1225	20.1225	4279.2
bin.6_k119_12769	11727	2.6779	2.6779	364.888
bin.6_k119_12779	114299	27.8605	27.8605	8923.22
bin.6_k119_21899	4939	0.0480267	0.0480267	0.0937677
bin.7_k119_616	3172	0	0	0
bin.7_k119_17138	5842	0	0	0
bin.7_k119_20189	8641	0.408432	0.408432	8.458
bin.7_k119_3100	30899	0.366386	0.366386	12.3522
bin.7_k119_15384	7677	0	0	0
bin.7_k119_14810	13280	0	0	0
bin.7_k119_3771	4250	0	0	0
bin.7_k119_18478	58703	0.915444	0.915444	125.658
bin.7_k119_16654	4750	0.0708696	0.0708696	0.111959
bin.7_k119_3309	10348	0.425181	0.425181	14.9691
bin.7_k119_185	8088	0.125472	0.125472	0.792007
bin.7_k119_17174	9828	0.0162224	0.0162224	0.0159597
bin.7_k119_11938	16800	0	0	0
bin.7_k119_17234	4687	0	0	0
bin.7_k119_9859	2523	0	0	0
bin.7_k119_14565	34666	0	0	0
bin.7_k119_6545	4146	0	0	0
bin.7_k119_10775	4700	0	0	0
bin.7_k119_12544	2874	5.60022	5.60022	504.626
bin.7_k119_15671	5013	0.119268	0.119268	0.222348
bin.7_k119_20568	6042	0	0	0
bin.7_k119_12172	5921	0	0	0
bin.7_k119_7574	13567	3.62458	3.62458	669.668
bin.7_k119_16883	8348	0	0	0
bin.7_k119_21037	5224	0	0	0
bin.7_k119_17028	4671	0.0300818	0.0300818	0.029179
bin.7_k119_10961	9973	3.50484	3.50484	639.676
bin.7_k119_19281	26295	0.0532033	0.0532033	0.320056
bin.7_k119_18815	5132	0	0	0
bin.7_k119_18867	3712	10.7726	10.7726	1856.51
bin.7_k119_9763	4905	0	0	0
bin.8_k119_19005	48321	0.00819995	0.00819995	0.00812835
bin.8_k119_20207	192484	0.0121195	0.0121195	0.0342816
bin.8_k119_18167	40877	0.00414958	0.00414958	0.00413181
bin.8_k119_12361	43386	0.00580535	0.00580535	0.00576861
bin.8_k119_4397	309012	0.0169817	0.0169817	0.131933
bin.8_k119_12137	405968	0.0120325	0.0120325	0.0194457
bin.8_k119_15685	52666	0.0421395	0.0421395	0.41804
bin.8_k119_6676	220634	0.0114974	0.0114974	0.0238007
bin.8_k119_18480	882391	0.0200682	0.0200682	0.315595
bin.8_k119_21533	91676	0.00910124	0.00910124	0.00901192
bin.8_k119_16917	6676	0	0	0
bin.8_k119_18616	483423	0.0312391	0.0312391	1.51657
bin.8_k119_18628	52371	0.0045767	0.0045767	0.00455406
bin.8_k119_9548	912417	0.0102042	0.0102042	0.0667129
bin.8_k119_18884	158761	0.118189	0.118189	12.1498
bin.9_k119_14081	3888	0	0	0
bin.9_k119_15315	10770	0	0	0
bin.9_k119_8599	4034	0.0102987	0.0102987	0.0101952
bin.9_k119_15333	6789	0.762163	0.762163	27.7889
bin.9_k119_14723	5571	0.0154953	0.0154953	0.0307561
bin.9_k119_15373	9584	0.0227899	0.0227899	0.0305411
bin.9_k119_12903	11198	0.0136676	0.0136676	0.01348
bin.9_k119_12909	7161	0	0	0
bin.9_k119_1976	7318	0.313895	0.313895	5.94807
bin.9_k119_13640	3291	1.37217	1.37217	51.1298
bin.9_k119_14406	18912	0	0	0
bin.9_k119_11919	4098	0	0	0
bin.9_k119_17201	5123	0	0	0
bin.9_k119_17211	4664	0	0	0
bin.9_k119_2738	4581	0	0	0
bin.9_k119_20838	9112	0	0	0
bin.9_k119_18071	4269	0	0	0
bin.9_k119_1421	2798	0	0	0
bin.9_k119_5695	13071	0	0	0
bin.9_k119_5708	7997	0	0	0
bin.9_k119_431	4549	0	0	0
bin.9_k119_6349	4042	0	0	0
bin.9_k119_19799	2584	0	0	0
bin.9_k119_11253	5244	0	0	0
bin.9_k119_16756	6194	0	0	0
bin.9_k119_1558	4678	0.0554329	0.0554329	0.0974354
bin.9_k119_15443	13366	0.700288	0.700288	22.0913
bin.9_k119_8266	3086	0.529292	0.529292	9.52146
bin.9_k119_2356	3514	0	0	0
bin.9_k119_7004	4137	0	0	0
bin.9_k119_2394	3268	0	0	0
bin.9_k119_9428	3677	1.99008	1.99008	100.096
bin.9_k119_9450	4845	2.88115	2.88115	151.236
bin.9_k119_9886	4667	0	0	0
bin.9_k119_2981	7747	0.0412005	0.0412005	0.280962
bin.9_k119_14503	9905	0.126704	0.126704	1.28812
bin.9_k119_19070	6798	0	0	0
bin.9_k119_17655	4857	0	0	0
bin.9_k119_14590	7134	0	0	0
bin.9_k119_15607	16528	0	0	0
bin.9_k119_15627	5050	0	0	0
bin.9_k119_6650	3428	0	0	0
bin.9_k119_10767	4492	0	0	0
bin.9_k119_9470	5554	0.0840118	0.0840118	0.21652
bin.9_k119_7210	4667	0.0644233	0.0644233	0.219277
bin.9_k119_7248	5980	0	0	0
bin.9_k119_9507	4615	0	0	0
bin.9_k119_21500	9952	1.45225	1.45225	121.042
bin.9_k119_10241	8496	0	0	0
bin.9_k119_14685	4402	0	0	0
bin.9_k119_20766	15468	0	0	0
bin.9_k119_8752	3347	0	0	0
bin.9_k119_16833	4292	0	0	0
bin.9_k119_6689	14299	0	0	0
bin.9_k119_8927	6273	0	0	0
bin.9_k119_21121	6891	0	0	0
bin.9_k119_9082	5403	0	0	0
bin.9_k119_17100	4889	0	0	0
bin.9_k119_18608	6444	0	0	0
bin.9_k119_21278	3892	0	0	0
bin.9_k119_7818	2542	0	0	0
bin.9_k119_13368	26932	0.0635501	0.0635501	0.480661
bin.9_k119_13380	3679	0.0969113	0.0969113	0.184484
bin.9_k119_13439	3429	0	0	0
bin.9_k119_12633	5952	0	0	0
bin.9_k119_12722	8801	0.046931	0.046931	0.0870441
