contigName	contigLen	totalAvgDepth	SRR10420353_mapped_all.sorted.bam	SRR10420353_mapped_all.sorted.bam-var
bin.5_k119_19406	77554	18.4264	18.4264	7261.42
bin.5_k119_21402	140034	19.6973	19.6973	3848.79
bin.5_k119_21403	64474	5.19568	5.19568	42.5597
bin.5_k119_19560	128978	19.0169	19.0169	1139.13
bin.5_k119_9563	28671	45.146	45.146	8660.5
bin.5_k119_21820	84361	103.7	103.7	188524
bin.5_k119_18964	145351	98.3315	98.3315	86356.3
bin.5_k119_12771	73443	11.4565	11.4565	376.189
bin.6_k119_12854	6785	14.3717	14.3717	574.695
bin.6_k119_11034	4888	10.7256	10.7256	282.819
bin.6_k119_8585	9284	9.62831	9.62831	117.669
bin.6_k119_1884	25336	35.7458	35.7458	3497.63
bin.6_k119_12871	36408	25.3847	25.3847	1749.12
bin.6_k119_16591	21900	9.15177	9.15177	219.266
bin.6_k119_14706	48936	26.5977	26.5977	5081.61
bin.6_k119_14159	6611	13.1723	13.1723	421.769
bin.6_k119_15362	26003	115.944	115.944	57771.2
bin.6_k119_8036	33395	30.2074	30.2074	6489.7
bin.6_k119_6202	45892	79.546	79.546	51230
bin.6_k119_665	30173	54.6543	54.6543	39061.5
bin.6_k119_8647	43696	37.1554	37.1554	9146.92
bin.6_k119_1301	31847	20.4784	20.4784	1989.24
bin.6_k119_3685	92352	25.7704	25.7704	6442.05
bin.6_k119_2574	16817	19.6051	19.6051	1015.79
bin.6_k119_6232	14773	87.8694	87.8694	43401.2
bin.6_k119_11112	22603	26.4258	26.4258	1764.96
bin.6_k119_3230	16097	48.253	48.253	11243.8
bin.6_k119_6252	7422	27.4021	27.4021	1540.58
bin.6_k119_16617	31575	17.4066	17.4066	505.862
bin.6_k119_2581	25636	10.9076	10.9076	3644.8
bin.6_k119_11115	31812	14.6629	14.6629	516.784
bin.6_k119_179	24107	54.7261	54.7261	14006.5
bin.6_k119_21419	15592	14.7328	14.7328	217.804
bin.6_k119_13623	84428	38.6123	38.6123	7875.02
bin.6_k119_860	6483	4.19959	4.19959	42.1679
bin.6_k119_6835	5144	2.29796	2.29796	5.99054
bin.6_k119_6281	69659	80.1064	80.1064	127617
bin.6_k119_3379	9180	9.28428	9.28428	332.413
bin.6_k119_11912	16829	15.256	15.256	610.883
bin.6_k119_936	3374	10.1297	10.1297	47.0725
bin.6_k119_20234	37931	107.81	107.81	98107.8
bin.6_k119_11149	73994	14.9111	14.9111	443.932
bin.6_k119_17999	21187	12.2931	12.2931	440.452
bin.6_k119_5636	37859	112.128	112.128	52846.6
bin.6_k119_2721	19398	6.83427	6.83427	82.4306
bin.6_k119_3402	46168	256.728	256.728	9.06563e+06
bin.6_k119_20256	15823	34.7861	34.7861	5263.75
bin.6_k119_2071	50595	30.1933	30.1933	5026.32
bin.6_k119_11180	28123	36.5737	36.5737	18094.6
bin.6_k119_1022	7706	2.04288	2.04288	5.30046
bin.6_k119_11211	5456	31.0232	31.0232	2940.42
bin.6_k119_16681	17839	13.4815	13.4815	3793.69
bin.6_k119_2810	47440	83.8537	83.8537	22629.7
bin.6_k119_9227	6379	4.59079	4.59079	53.4744
bin.6_k119_3466	75692	61.028	61.028	28512.3
bin.6_k119_8202	8577	7.71686	7.71686	103.791
bin.6_k119_20262	120914	36.878	36.878	143037
bin.6_k119_1542	14642	7.05224	7.05224	80.1645
bin.6_k119_15427	21695	53.3165	53.3165	10103.4
bin.6_k119_607	17487	19.5187	19.5187	528.264
bin.6_k119_9841	86152	98.4911	98.4911	173653
bin.6_k119_9292	37191	43.4583	43.4583	4089.21
bin.6_k119_3652	3950	281.484	281.484	73424.4
bin.6_k119_7003	8953	26.6826	26.6826	3428.82
bin.6_k119_8354	32140	35.2098	35.2098	11401.6
bin.6_k119_9849	70102	27.5875	27.5875	4114.21
bin.6_k119_1813	37608	13.9312	13.9312	348.591
bin.6_k119_7143	24256	13.1578	13.1578	271.727
bin.6_k119_9977	4823	10.456	10.456	140.981
bin.6_k119_10012	33897	26.766	26.766	4129.28
bin.6_k119_15590	25510	26.4774	26.4774	3374.1
bin.6_k119_12475	4174	2.71571	2.71571	7.33195
bin.6_k119_12488	42178	33.8441	33.8441	4664.13
bin.6_k119_14639	20224	6.62554	6.62554	49.6798
bin.6_k119_10760	25788	10.1132	10.1132	258.981
bin.6_k119_12503	43009	21.3522	21.3522	1216.64
bin.6_k119_12148	30591	70.1634	70.1634	18122
bin.6_k119_21478	22769	20.5315	20.5315	723.663
bin.6_k119_20602	30088	12.9758	12.9758	617.742
bin.6_k119_15784	104087	57.2833	57.2833	29969.1
bin.6_k119_21526	113271	25.9144	25.9144	29537.8
bin.6_k119_12972	43259	391.13	391.13	1.08185e+06
bin.6_k119_14683	32772	13.1005	13.1005	2373.48
bin.6_k119_20166	24061	3.6661	3.6661	30.6151
bin.6_k119_15879	31758	6.6791	6.6791	64.9384
bin.6_k119_20987	114659	16.2473	16.2473	5428.42
bin.6_k119_16825	27365	55.0384	55.0384	16317.2
bin.6_k119_18520	87227	12.3855	12.3855	1326.81
bin.6_k119_15891	9052	16.5982	16.5982	331.948
bin.6_k119_7672	44331	44.8386	44.8386	12238.5
bin.6_k119_21034	78273	35.5764	35.5764	44923.3
bin.6_k119_8921	19763	30.7221	30.7221	440.952
bin.6_k119_15893	137693	99.2547	99.2547	98926.4
bin.6_k119_15896	18015	4.55287	4.55287	41.7794
bin.6_k119_19175	49624	80.5068	80.5068	97855.8
bin.6_k119_13957	24193	49.2732	49.2732	8433.63
bin.6_k119_19362	15971	6.11731	6.11731	58.8399
bin.6_k119_13996	9695	19.8261	19.8261	1315.89
bin.6_k119_14044	3638	25.5419	25.5419	1386.04
bin.6_k119_21709	11759	9.33732	9.33732	65.2006
bin.6_k119_13417	16271	8.98251	8.98251	66.0658
bin.6_k119_13428	13801	19.7676	19.7676	294.759
bin.6_k119_19530	47768	25.5485	25.5485	2277.53
bin.6_k119_12624	12909	16.2159	16.2159	804.228
bin.6_k119_12658	6838	1.45918	1.45918	5.79709
bin.6_k119_12715	4570	12.455	12.455	259.279
bin.6_k119_18750	104413	60.3705	60.3705	44907.8
bin.6_k119_9641	37141	133.428	133.428	246066
bin.6_k119_9765	36412	48.0493	48.0493	6197.27
bin.6_k119_21849	23820	103.804	103.804	663014
bin.6_k119_12768	67933	18.5776	18.5776	2463.91
bin.6_k119_12769	11727	4.31096	4.31096	235.119
bin.6_k119_12779	114299	45.3414	45.3414	26399.5
bin.6_k119_21899	4939	1.75945	1.75945	6.28967
bin.7_k119_616	3172	0	0	0
bin.7_k119_17138	5842	0.172874	0.172874	0.17816
bin.7_k119_20189	8641	0.151101	0.151101	0.328752
bin.7_k119_3100	30899	0.131744	0.131744	0.186357
bin.7_k119_15384	7677	0	0	0
bin.7_k119_14810	13280	0.103656	0.103656	0.143644
bin.7_k119_3771	4250	0.0339024	0.0339024	0.0327588
bin.7_k119_18478	58703	0.217854	0.217854	0.948503
bin.7_k119_16654	4750	0.433696	0.433696	3.35721
bin.7_k119_3309	10348	2.59963	2.59963	387.429
bin.7_k119_185	8088	0.0498866	0.0498866	0.0474159
bin.7_k119_17174	9828	0.424365	0.424365	2.58956
bin.7_k119_11938	16800	0.0153754	0.0153754	0.0151336
bin.7_k119_17234	4687	0.0326207	0.0326207	0.0315633
bin.7_k119_9859	2523	0	0	0
bin.7_k119_14565	34666	0.213524	0.213524	0.777521
bin.7_k119_6545	4146	0	0	0
bin.7_k119_10775	4700	0.0254945	0.0254945	0.0248487
bin.7_k119_12544	2874	0.686123	0.686123	1.57494
bin.7_k119_15671	5013	0.444582	0.444582	2.63169
bin.7_k119_20568	6042	0	0	0
bin.7_k119_12172	5921	0.509444	0.509444	1.49265
bin.7_k119_7574	13567	1.47909	1.47909	10.9171
bin.7_k119_16883	8348	0.159673	0.159673	0.727046
bin.7_k119_21037	5224	0.128695	0.128695	0.212687
bin.7_k119_17028	4671	0.0948905	0.0948905	0.0859039
bin.7_k119_10961	9973	0.0872442	0.0872442	0.112816
bin.7_k119_19281	26295	0.146338	0.146338	0.209645
bin.7_k119_18815	5132	0.0258932	0.0258932	0.0252279
bin.7_k119_18867	3712	0.557833	0.557833	15.8833
bin.7_k119_9763	4905	0.0626709	0.0626709	0.11597
bin.8_k119_19005	48321	0.0376575	0.0376575	0.0586986
bin.8_k119_20207	192484	0.135374	0.135374	0.499402
bin.8_k119_18167	40877	0.0519312	0.0519312	0.0723583
bin.8_k119_12361	43386	0.0329355	0.0329355	0.03746
bin.8_k119_4397	309012	0.0580033	0.0580033	0.157107
bin.8_k119_12137	405968	0.0836089	0.0836089	0.319134
bin.8_k119_15685	52666	0.061467	0.061467	0.102154
bin.8_k119_6676	220634	0.100003	0.100003	0.845208
bin.8_k119_18480	882391	0.100055	0.100055	0.491274
bin.8_k119_21533	91676	0.0216769	0.0216769	0.0235054
bin.8_k119_16917	6676	0.0197671	0.0197671	0.0193786
bin.8_k119_18616	483423	0.0780511	0.0780511	0.252316
bin.8_k119_18628	52371	0.0405967	0.0405967	0.0625614
bin.8_k119_9548	912417	0.0687365	0.0687365	0.20879
bin.8_k119_18884	158761	0.0809969	0.0809969	0.134502
bin.9_k119_14081	3888	0.0992509	0.0992509	0.0894272
bin.9_k119_15315	10770	0.0490584	0.0490584	0.0466574
bin.9_k119_8599	4034	0.228888	0.228888	0.295001
bin.9_k119_15333	6789	0.117638	0.117638	0.758832
bin.9_k119_14723	5571	0.106069	0.106069	0.116604
bin.9_k119_15373	9584	0.397604	0.397604	1.05717
bin.9_k119_12903	11198	0.125362	0.125362	0.190218
bin.9_k119_12909	7161	0.0510626	0.0510626	0.080421
bin.9_k119_1976	7318	0.0366908	0.0366908	0.0688352
bin.9_k119_13640	3291	0.392869	0.392869	0.479342
bin.9_k119_14406	18912	0.0431191	0.0431191	0.0655547
bin.9_k119_11919	4098	0	0	0
bin.9_k119_17201	5123	0	0	0
bin.9_k119_17211	4664	0.0316792	0.0316792	0.0306825
bin.9_k119_2738	4581	0	0	0
bin.9_k119_20838	9112	0.0540058	0.0540058	0.0511038
bin.9_k119_18071	4269	0.463705	0.463705	0.862174
bin.9_k119_1421	2798	0.0804381	0.0804381	0.0996851
bin.9_k119_5695	13071	0.0245337	0.0245337	0.0239334
bin.9_k119_5708	7997	0.0381037	0.0381037	0.0366623
bin.9_k119_431	4549	0	0	0
bin.9_k119_6349	4042	0.0544707	0.0544707	0.0515151
bin.9_k119_19799	2584	0.093673	0.093673	0.0849328
bin.9_k119_11253	5244	0.115626	0.115626	0.108951
bin.9_k119_16756	6194	0.0203508	0.0203508	0.019939
bin.9_k119_1558	4678	0.183083	0.183083	0.25342
bin.9_k119_15443	13366	2.30698	2.30698	211.387
bin.9_k119_8266	3086	1.69789	1.69789	14.8119
bin.9_k119_2356	3514	0.0344828	0.0344828	0.0333046
bin.9_k119_7004	4137	0.0862804	0.0862804	0.127527
bin.9_k119_2394	3268	0.329699	0.329699	0.734985
bin.9_k119_9428	3677	0.266232	0.266232	0.553323
bin.9_k119_9450	4845	2.66794	2.66794	113.666
bin.9_k119_9886	4667	0	0	0
bin.9_k119_2981	7747	0.229301	0.229301	0.93463
bin.9_k119_14503	9905	0.0696053	0.0696053	0.0647681
bin.9_k119_19070	6798	0.0354994	0.0354994	0.0342451
bin.9_k119_17655	4857	0	0	0
bin.9_k119_14590	7134	0	0	0
bin.9_k119_15607	16528	0.184882	0.184882	0.289922
bin.9_k119_15627	5050	0.0206122	0.0206122	0.0201919
bin.9_k119_6650	3428	0.173581	0.173581	0.327818
bin.9_k119_10767	4492	0	0	0
bin.9_k119_9470	5554	0.260178	0.260178	2.27359
bin.9_k119_7210	4667	0.220722	0.220722	0.909413
bin.9_k119_7248	5980	0.0358491	0.0358491	0.0345675
bin.9_k119_9507	4615	0.0315789	0.0315789	0.0305851
bin.9_k119_21500	9952	0.156703	0.156703	0.304596
bin.9_k119_10241	8496	0.050683	0.050683	0.0481181
bin.9_k119_14685	4402	0	0	0
bin.9_k119_20766	15468	0.0504635	0.0504635	0.0967622
bin.9_k119_8752	3347	0	0	0
bin.9_k119_16833	4292	0	0	0
bin.9_k119_6689	14299	0.0277051	0.0277051	0.0443387
bin.9_k119_8927	6273	0.0734934	0.0734934	0.0788849
bin.9_k119_21121	6891	0.0280374	0.0280374	0.0272613
bin.9_k119_9082	5403	0	0	0
bin.9_k119_17100	4889	0	0	0
bin.9_k119_18608	6444	0	0	0
bin.9_k119_21278	3892	0	0	0
bin.9_k119_7818	2542	0.120401	0.120401	0.18625
bin.9_k119_13368	26932	0.121836	0.121836	0.19984
bin.9_k119_13380	3679	0.0660244	0.0660244	0.0616818
bin.9_k119_13439	3429	0.0243977	0.0243977	0.0238096
bin.9_k119_12633	5952	0.40848	0.40848	1.09566
bin.9_k119_12722	8801	0.121836	0.121836	0.774094
