contigName	contigLen	totalAvgDepth	SRR10420349_mapped_all.sorted.bam	SRR10420349_mapped_all.sorted.bam-var
bin.6_k119_6835	5144	3.11534	3.11534	45.3955
bin.6_k119_6281	69659	11.7619	11.7619	952.29
bin.6_k119_3379	9180	8.57863	8.57863	300.278
bin.6_k119_11912	16829	4.56748	4.56748	90.1886
bin.6_k119_936	3374	10.6687	10.6687	300.562
bin.6_k119_20234	37931	16.7427	16.7427	1358.78
bin.6_k119_11149	73994	6.12327	6.12327	211.313
bin.6_k119_17999	21187	8.30522	8.30522	311.47
bin.6_k119_5636	37859	22.2435	22.2435	1828.98
bin.6_k119_2721	19398	16.1607	16.1607	1418.92
bin.6_k119_3402	46168	22.176	22.176	40488.2
bin.6_k119_20256	15823	16.3459	16.3459	845.778
bin.6_k119_2071	50595	7.77344	7.77344	216.27
bin.6_k119_11180	28123	18.9247	18.9247	1496.97
bin.6_k119_1022	7706	5.90789	5.90789	126.249
bin.6_k119_11211	5456	6.61855	6.61855	216.337
bin.6_k119_16681	17839	6.43988	6.43988	215.174
bin.6_k119_2810	47440	11.2288	11.2288	411.113
bin.6_k119_9227	6379	7.0289	7.0289	262.418
bin.6_k119_3466	75692	11.5962	11.5962	620.271
bin.6_k119_8202	8577	7.91871	7.91871	301.32
bin.6_k119_20262	120914	12.2797	12.2797	647.879
bin.6_k119_1542	14642	5.51994	5.51994	127.892
bin.6_k119_15427	21695	11.4027	11.4027	492.327
bin.6_k119_607	17487	8.04597	8.04597	308.945
bin.6_k119_9841	86152	19.4212	19.4212	3055.97
bin.6_k119_9292	37191	10.6726	10.6726	350.735
bin.6_k119_3652	3950	19.9687	19.9687	527.831
bin.6_k119_7003	8953	4.43792	4.43792	69.1022
bin.6_k119_8354	32140	11.0901	11.0901	473.611
bin.6_k119_9849	70102	9.57401	9.57401	613.708
bin.6_k119_1813	37608	12.1489	12.1489	399.012
bin.6_k119_7143	24256	15.8505	15.8505	998.654
bin.6_k119_9977	4823	16.7578	16.7578	1394.74
bin.6_k119_10012	33897	12.7349	12.7349	754.696
bin.6_k119_15590	25510	9.92713	9.92713	559.351
bin.6_k119_12475	4174	10.3385	10.3385	379.017
bin.6_k119_12488	42178	8.23439	8.23439	289.998
bin.6_k119_14639	20224	5.9869	5.9869	284.497
bin.6_k119_10760	25788	9.3918	9.3918	342.254
bin.6_k119_12503	43009	11.5473	11.5473	382.091
bin.6_k119_12148	30591	11.3272	11.3272	471.697
bin.6_k119_21478	22769	7.74791	7.74791	209.567
bin.6_k119_20602	30088	9.67677	9.67677	461.406
bin.6_k119_15784	104087	11.8123	11.8123	522.207
bin.6_k119_21526	113271	10.0348	10.0348	345.361
bin.6_k119_12972	43259	49.1069	49.1069	11650.4
bin.6_k119_14683	32772	12.6632	12.6632	804.027
bin.6_k119_20166	24061	4.22839	4.22839	77.9395
bin.6_k119_15879	31758	6.52974	6.52974	162.77
bin.6_k119_20987	114659	10.1642	10.1642	559.248
bin.6_k119_16825	27365	10.889	10.889	702.645
bin.6_k119_18520	87227	12.4943	12.4943	532.452
bin.6_k119_15891	9052	15.5512	15.5512	1158.07
bin.6_k119_7672	44331	11.5005	11.5005	469.326
bin.6_k119_21034	78273	8.06421	8.06421	429.302
bin.6_k119_8921	19763	10.6134	10.6134	363.611
bin.6_k119_15893	137693	19.1295	19.1295	2114.08
bin.6_k119_15896	18015	7.75556	7.75556	204.037
bin.6_k119_19175	49624	12.9597	12.9597	812.256
bin.6_k119_13957	24193	12.1721	12.1721	366.216
bin.6_k119_19362	15971	8.69793	8.69793	348.764
bin.6_k119_13996	9695	18.2089	18.2089	756.538
bin.6_k119_14044	3638	10.8759	10.8759	283.01
bin.6_k119_21709	11759	7.34577	7.34577	239.213
bin.6_k119_13417	16271	4.84027	4.84027	98.745
bin.6_k119_13428	13801	8.27632	8.27632	186.158
bin.6_k119_19530	47768	9.65122	9.65122	315.032
bin.6_k119_12624	12909	5.81425	5.81425	117.913
bin.6_k119_12658	6838	4.38068	4.38068	72.3047
bin.6_k119_12715	4570	7.57738	7.57738	202.123
bin.6_k119_18750	104413	13.4781	13.4781	984.663
bin.6_k119_9641	37141	15.3839	15.3839	1510.34
bin.6_k119_9765	36412	11.3222	11.3222	464.078
bin.6_k119_21849	23820	14.8445	14.8445	1442.72
bin.6_k119_12768	67933	6.50324	6.50324	162.32
bin.6_k119_12769	11727	10.2083	10.2083	278.849
bin.6_k119_12779	114299	11.2418	11.2418	461.712
bin.6_k119_21899	4939	7.58384	7.58384	182.509
bin.7_k119_616	3172	0	0	0
bin.7_k119_17138	5842	0.127899	0.127899	0.402545
bin.7_k119_20189	8641	0.519962	0.519962	5.67784
bin.7_k119_3100	30899	0.406355	0.406355	7.12642
bin.7_k119_15384	7677	0.181214	0.181214	1.6544
bin.7_k119_14810	13280	0.0699924	0.0699924	0.488591
bin.7_k119_3771	4250	2.07902	2.07902	125.154
bin.7_k119_18478	58703	0.294485	0.294485	4.69043
bin.7_k119_16654	4750	0.061087	0.061087	0.0573717
bin.7_k119_3309	10348	0.441067	0.441067	5.42819
bin.7_k119_185	8088	0.352986	0.352986	5.66912
bin.7_k119_17174	9828	0.0681959	0.0681959	0.194996
bin.7_k119_11938	16800	0.512012	0.512012	17.0124
bin.7_k119_17234	4687	0	0	0
bin.7_k119_9859	2523	0	0	0
bin.7_k119_14565	34666	0.445967	0.445967	8.578
bin.7_k119_6545	4146	0.897648	0.897648	12.3947
bin.7_k119_10775	4700	0.0558242	0.0558242	0.108553
bin.7_k119_12544	2874	0.260646	0.260646	1.04179
bin.7_k119_15671	5013	0.655974	0.655974	5.55437
bin.7_k119_20568	6042	0.153938	0.153938	0.826022
bin.7_k119_12172	5921	0.0374285	0.0374285	0.0530197
bin.7_k119_7574	13567	1.12767	1.12767	21.6995
bin.7_k119_16883	8348	0	0	0
bin.7_k119_21037	5224	0	0	0
bin.7_k119_17028	4671	0.00796284	0.00796284	0.00790262
bin.7_k119_10961	9973	0.0808307	0.0808307	0.366541
bin.7_k119_19281	26295	0.687474	0.687474	15.9704
bin.7_k119_18815	5132	0.0258932	0.0258932	0.0252282
bin.7_k119_18867	3712	0.640371	0.640371	9.87154
bin.7_k119_9763	4905	0.34511	0.34511	4.84786
bin.8_k119_19005	48321	6.065	6.065	158.589
bin.8_k119_20207	192484	7.37848	7.37848	193.246
bin.8_k119_18167	40877	7.20667	7.20667	198.188
bin.8_k119_12361	43386	7.51855	7.51855	169.773
bin.8_k119_4397	309012	6.98249	6.98249	200.021
bin.8_k119_12137	405968	7.06763	7.06763	146.71
bin.8_k119_15685	52666	6.98699	6.98699	156.822
bin.8_k119_6676	220634	7.95123	7.95123	251.913
bin.8_k119_18480	882391	7.66351	7.66351	192.319
bin.8_k119_21533	91676	6.80797	6.80797	164.984
bin.8_k119_16917	6676	5.42384	5.42384	84.9665
bin.8_k119_18616	483423	7.05522	7.05522	235.312
bin.8_k119_18628	52371	6.09176	6.09176	115.314
bin.8_k119_9548	912417	6.89441	6.89441	165.812
bin.8_k119_18884	158761	6.81629	6.81629	150.48
bin.9_k119_14081	3888	1.32986	1.32986	19.8589
bin.9_k119_15315	10770	0.643785	0.643785	27.2024
bin.9_k119_8599	4034	2.35582	2.35582	115.816
bin.9_k119_15333	6789	0.0902244	0.0902244	0.120342
bin.9_k119_14723	5571	0	0	0
bin.9_k119_15373	9584	0.657621	0.657621	7.40306
bin.9_k119_12903	11198	0.0449855	0.0449855	0.0616046
bin.9_k119_12909	7161	1.23563	1.23563	36.3521
bin.9_k119_1976	7318	0.0495257	0.0495257	0.0562781
bin.9_k119_13640	3291	0.716332	0.716332	11.8517
bin.9_k119_14406	18912	0.043812	0.043812	0.341253
bin.9_k119_11919	4098	0	0	0
bin.9_k119_17201	5123	0	0	0
bin.9_k119_17211	4664	0.0775366	0.0775366	0.149081
bin.9_k119_2738	4581	0	0	0
bin.9_k119_20838	9112	0.934501	0.934501	28.9422
bin.9_k119_18071	4269	0.347172	0.347172	2.90389
bin.9_k119_1421	2798	0.0562689	0.0562689	0.0531164
bin.9_k119_5695	13071	0.554369	0.554369	15.0882
bin.9_k119_5708	7997	0	0	0
bin.9_k119_431	4549	0.0416004	0.0416004	0.0398739
bin.9_k119_6349	4042	0.28777	0.28777	1.20024
bin.9_k119_19799	2584	0	0	0
bin.9_k119_11253	5244	0.06596	0.06596	0.127584
bin.9_k119_16756	6194	0	0	0
bin.9_k119_1558	4678	0.13803	0.13803	0.424282
bin.9_k119_15443	13366	0.806749	0.806749	18.1041
bin.9_k119_8266	3086	0.433242	0.433242	5.57442
bin.9_k119_2356	3514	0.0312128	0.0312128	0.0302479
bin.9_k119_7004	4137	1.54151	1.54151	43.1005
bin.9_k119_2394	3268	0	0	0
bin.9_k119_9428	3677	1.67508	1.67508	49.1588
bin.9_k119_9450	4845	0.476464	0.476464	3.46744
bin.9_k119_9886	4667	0	0	0
bin.9_k119_2981	7747	0.230749	0.230749	1.53663
bin.9_k119_14503	9905	0.440492	0.440492	7.08328
bin.9_k119_19070	6798	0.149218	0.149218	0.682461
bin.9_k119_17655	4857	0.253452	0.253452	1.80173
bin.9_k119_14590	7134	0.0229095	0.0229095	0.0223822
bin.9_k119_15607	16528	0.564477	0.564477	13.09
bin.9_k119_15627	5050	0.924694	0.924694	26.0414
bin.9_k119_6650	3428	0.0738255	0.0738255	0.137974
bin.9_k119_10767	4492	1.11308	1.11308	13.5003
bin.9_k119_9470	5554	0.0425611	0.0425611	0.0807331
bin.9_k119_7210	4667	0.02236	0.02236	0.0218674
bin.9_k119_7248	5980	0.234991	0.234991	1.94068
bin.9_k119_9507	4615	0	0	0
bin.9_k119_21500	9952	0.253724	0.253724	3.41642
bin.9_k119_10241	8496	0.00515217	0.00515217	0.00512624
bin.9_k119_14685	4402	1.07314	1.07314	28.9208
bin.9_k119_20766	15468	0.124168	0.124168	1.27426
bin.9_k119_8752	3347	0	0	0
bin.9_k119_16833	4292	0	0	0
bin.9_k119_6689	14299	0.321648	0.321648	4.66378
bin.9_k119_8927	6273	0	0	0
bin.9_k119_21121	6891	0.365228	0.365228	3.99065
bin.9_k119_9082	5403	0.0711974	0.0711974	0.0722322
bin.9_k119_17100	4889	0	0	0
bin.9_k119_18608	6444	0.0198602	0.0198602	0.0194697
bin.9_k119_21278	3892	0	0	0
bin.9_k119_7818	2542	0	0	0
bin.9_k119_13368	26932	0.679561	0.679561	13.266
bin.9_k119_13380	3679	0.02862	0.02862	0.0278071
bin.9_k119_13439	3429	0	0	0
bin.9_k119_12633	5952	0.0941055	0.0941055	0.444853
bin.9_k119_12722	8801	0.0536354	0.0536354	0.104398
