contigName	contigLen	totalAvgDepth	SRR10420350_mapped_all.sorted.bam	SRR10420350_mapped_all.sorted.bam-var
bin.3_k119_19701	228527	18.3207	18.3207	5495.91
bin.3_k119_6867	25986	39.2008	39.2008	11609.8
bin.3_k119_9190	194789	55.7094	55.7094	35131.1
bin.3_k119_11286	66744	18.1741	18.1741	3899.37
bin.3_k119_15580	83245	23.4676	23.4676	6375.2
bin.3_k119_7355	913651	22.6547	22.6547	6259.24
bin.3_k119_16760	603334	13.1259	13.1259	2851.8
bin.3_k119_10807	298608	30.7689	30.7689	26706.3
bin.3_k119_21656	343659	40.4164	40.4164	359675
bin.3_k119_12603	265969	24.2873	24.2873	6641.67
bin.3_k119_12755	206963	14.3659	14.3659	4853.82
bin.4_k119_14186	24278	2.90915	2.90915	382.817
bin.4_k119_17144	201887	2.57649	2.57649	1011.94
bin.4_k119_8688	17993	4.21515	4.21515	686.866
bin.5_k119_7964	4098	6.18186	6.18186	390.295
bin.5_k119_18375	16381	7.07966	7.07966	2000.68
bin.5_k119_13556	18145	1.87791	1.87791	388.498
bin.5_k119_86	52945	2.18138	2.18138	233.352
bin.5_k119_8090	29675	20.0977	20.0977	32411.7
bin.5_k119_9183	139042	3.70203	3.70203	762.371
bin.5_k119_3250	11603	0.136122	0.136122	0.712627
bin.5_k119_3311	2996	23.7579	23.7579	3714.8
bin.5_k119_1973	96270	1.73347	1.73347	195.833
bin.5_k119_213	3573	0.662869	0.662869	9.08332
bin.5_k119_226	22481	7.39694	7.39694	1341.72
bin.5_k119_20815	261053	4.60911	4.60911	1462.75
bin.5_k119_6838	60232	1.63428	1.63428	110.531
bin.5_k119_8162	109633	3.00383	3.00383	317.322
bin.5_k119_2086	15654	0.388158	0.388158	9.55514
bin.5_k119_6919	20857	1.74598	1.74598	250.393
bin.5_k119_11982	81993	4.48417	4.48417	886.113
bin.5_k119_3854	106726	2.33156	2.33156	356.562
bin.5_k119_20869	84331	0.469465	0.469465	21.075
bin.5_k119_1107	30212	1.15811	1.15811	77.105
bin.5_k119_8185	101968	2.56623	2.56623	470.979
bin.5_k119_9197	46593	1.91372	1.91372	299.995
bin.5_k119_12107	3646	0.174771	0.174771	0.420644
bin.5_k119_8709	194016	2.07732	2.07732	281.844
bin.5_k119_2934	103688	2.01404	2.01404	162.85
bin.5_k119_3862	154420	0.604064	0.604064	90.9041
bin.5_k119_12405	29049	5.81287	5.81287	1526.23
bin.5_k119_13762	281485	2.27205	2.27205	355.969
bin.5_k119_14591	4199	1.05112	1.05112	4.84998
bin.5_k119_6592	50274	5.81231	5.81231	2521.29
bin.5_k119_7163	193291	1.34865	1.34865	161.039
bin.5_k119_8414	277131	1.73428	1.73428	266.064
bin.5_k119_4591	68472	1.27799	1.27799	53.7825
bin.5_k119_20507	128861	1.64483	1.64483	366.447
bin.5_k119_21452	16537	0.577592	0.577592	17.0883
bin.5_k119_20588	70283	1.22978	1.22978	85.9811
bin.5_k119_20941	88677	4.50894	4.50894	799.523
bin.5_k119_20156	4407	0.217054	0.217054	0.605137
bin.5_k119_4801	283799	2.33784	2.33784	430.451
bin.5_k119_6677	184609	1.72819	1.72819	230.45
bin.5_k119_10920	38687	4.69751	4.69751	509.849
bin.5_k119_10947	92350	0.759892	0.759892	57.8527
bin.5_k119_10949	36049	2.14566	2.14566	473.895
bin.5_k119_10952	19086	4.80899	4.80899	1745.29
bin.5_k119_7686	221934	1.46867	1.46867	206.507
bin.5_k119_21210	171754	0.986247	0.986247	124.745
bin.5_k119_21699	13880	1.28296	1.28296	79.997
bin.5_k119_19406	77554	0.596972	0.596972	13.7112
bin.5_k119_21402	140034	2.80825	2.80825	603.067
bin.5_k119_21403	64474	0.994947	0.994947	106.482
bin.5_k119_19560	128978	2.10644	2.10644	540.441
bin.5_k119_9563	28671	1.79278	1.79278	144.882
bin.5_k119_21820	84361	4.36766	4.36766	454.287
bin.5_k119_18964	145351	3.97614	3.97614	523.508
bin.5_k119_12771	73443	1.35893	1.35893	404.822
bin.6_k119_12854	6785	6.85426	6.85426	621.88
bin.6_k119_11034	4888	9.64605	9.64605	2091.92
bin.6_k119_8585	9284	0.867747	0.867747	7.76969
bin.6_k119_1884	25336	4.67597	4.67597	654.979
bin.6_k119_12871	36408	4.46279	4.46279	635.098
bin.6_k119_16591	21900	2.69214	2.69214	229.738
bin.6_k119_14706	48936	7.13906	7.13906	1112.73
bin.6_k119_14159	6611	1.53939	1.53939	19.541
bin.6_k119_15362	26003	12.3718	12.3718	1543.17
bin.6_k119_8036	33395	8.03056	8.03056	1751.07
bin.6_k119_6202	45892	9.18825	9.18825	1296.68
bin.6_k119_665	30173	5.77647	5.77647	690.582
bin.6_k119_8647	43696	8.16475	8.16475	1112.88
bin.6_k119_1301	31847	4.23507	4.23507	452.695
bin.6_k119_3685	92352	9.517	9.517	1758.63
bin.6_k119_2574	16817	7.78148	7.78148	1764.6
bin.6_k119_6232	14773	14.6176	14.6176	3523.07
bin.6_k119_11112	22603	3.09669	3.09669	108.445
bin.6_k119_3230	16097	6.62369	6.62369	1515.54
bin.6_k119_6252	7422	13.5542	13.5542	5143.34
bin.6_k119_16617	31575	3.85095	3.85095	746.719
bin.6_k119_2581	25636	5.59535	5.59535	1571.59
bin.6_k119_11115	31812	2.73902	2.73902	184.525
bin.6_k119_179	24107	6.45072	6.45072	871.211
bin.6_k119_21419	15592	2.24984	2.24984	147.834
bin.6_k119_13623	84428	5.47526	5.47526	774
bin.6_k119_860	6483	1.85094	1.85094	59.2548
bin.6_k119_6835	5144	0.290949	0.290949	1.19677
bin.6_k119_6281	69659	9.72119	9.72119	1622.98
bin.6_k119_3379	9180	1.52757	1.52757	49.2228
bin.6_k119_11912	16829	1.01961	1.01961	25.6462
bin.6_k119_936	3374	1.21991	1.21991	10.6476
bin.6_k119_20234	37931	16.2565	16.2565	3242.41
bin.6_k119_11149	73994	3.38958	3.38958	481.161
bin.6_k119_17999	21187	6.44712	6.44712	1552.77
bin.6_k119_5636	37859	16.7524	16.7524	2030.13
bin.6_k119_2721	19398	2.2793	2.2793	109.639
bin.6_k119_3402	46168	37.4278	37.4278	220460
bin.6_k119_20256	15823	10.4313	10.4313	2846
bin.6_k119_2071	50595	4.34053	4.34053	850.499
bin.6_k119_11180	28123	9.13542	9.13542	2058.6
bin.6_k119_1022	7706	1.0131	1.0131	11.2377
bin.6_k119_11211	5456	8.91858	8.91858	1506.31
bin.6_k119_16681	17839	0.91605	0.91605	23.4419
bin.6_k119_2810	47440	4.4907	4.4907	555.611
bin.6_k119_9227	6379	0.936105	0.936105	7.65542
bin.6_k119_3466	75692	8.16919	8.16919	1323
bin.6_k119_8202	8577	15.3035	15.3035	4451.28
bin.6_k119_20262	120914	8.86739	8.86739	1957.58
bin.6_k119_1542	14642	2.6988	2.6988	272.768
bin.6_k119_15427	21695	10.5126	10.5126	2701.87
bin.6_k119_607	17487	7.17056	7.17056	1127.75
bin.6_k119_9841	86152	14.1305	14.1305	3592.71
bin.6_k119_9292	37191	6.19198	6.19198	688.889
bin.6_k119_3652	3950	18.5937	18.5937	2012.3
bin.6_k119_7003	8953	2.74497	2.74497	90.7165
bin.6_k119_8354	32140	10.4896	10.4896	1660.18
bin.6_k119_9849	70102	9.98402	9.98402	10153.4
bin.6_k119_1813	37608	4.37992	4.37992	558.465
bin.6_k119_7143	24256	24.8563	24.8563	6519.41
bin.6_k119_9977	4823	5.06356	5.06356	210.755
bin.6_k119_10012	33897	12.9782	12.9782	3068.6
bin.6_k119_15590	25510	8.66309	8.66309	3078.93
bin.6_k119_12475	4174	0.434642	0.434642	3.12646
bin.6_k119_12488	42178	11.2124	11.2124	2463.47
bin.6_k119_14639	20224	5.17724	5.17724	1591.26
bin.6_k119_10760	25788	5.49345	5.49345	738.974
bin.6_k119_12503	43009	5.25103	5.25103	725.279
bin.6_k119_12148	30591	7.70316	7.70316	789.561
bin.6_k119_21478	22769	2.91949	2.91949	337.089
bin.6_k119_20602	30088	14.3962	14.3962	4140.44
bin.6_k119_15784	104087	7.54575	7.54575	1392.31
bin.6_k119_21526	113271	6.01186	6.01186	926.194
bin.6_k119_12972	43259	37.1894	37.1894	10867.7
bin.6_k119_14683	32772	5.02658	5.02658	551.948
bin.6_k119_20166	24061	2.88863	2.88863	302.716
bin.6_k119_15879	31758	1.84586	1.84586	200.082
bin.6_k119_20987	114659	9.04982	9.04982	2124.48
bin.6_k119_16825	27365	9.38424	9.38424	1829.95
bin.6_k119_18520	87227	7.78073	7.78073	1485.79
bin.6_k119_15891	9052	4.58773	4.58773	207.203
bin.6_k119_7672	44331	8.4499	8.4499	1459.43
bin.6_k119_21034	78273	3.96047	3.96047	722.718
bin.6_k119_8921	19763	5.75751	5.75751	1182.91
bin.6_k119_15893	137693	16.4439	16.4439	3463.59
bin.6_k119_15896	18015	5.39418	5.39418	1036.26
bin.6_k119_19175	49624	11.28	11.28	2672.55
bin.6_k119_13957	24193	4.92688	4.92688	441.91
bin.6_k119_19362	15971	12.1873	12.1873	3520.7
bin.6_k119_13996	9695	17.7864	17.7864	2373.38
bin.6_k119_14044	3638	58.6915	58.6915	28159.1
bin.6_k119_21709	11759	2.26212	2.26212	142.556
bin.6_k119_13417	16271	1.62471	1.62471	73.5455
bin.6_k119_13428	13801	2.25617	2.25617	56.0245
bin.6_k119_19530	47768	4.70467	4.70467	532.236
bin.6_k119_12624	12909	4.73501	4.73501	615.442
bin.6_k119_12658	6838	0.575658	0.575658	3.15489
bin.6_k119_12715	4570	1.3405	1.3405	41.0626
bin.6_k119_18750	104413	9.31756	9.31756	1582.2
bin.6_k119_9641	37141	11.8881	11.8881	2218.99
bin.6_k119_9765	36412	8.78774	8.78774	1008.16
bin.6_k119_21849	23820	10.3498	10.3498	1489.17
bin.6_k119_12768	67933	2.20957	2.20957	213.405
bin.6_k119_12769	11727	4.07031	4.07031	481.01
bin.6_k119_12779	114299	6.91171	6.91171	972.107
bin.6_k119_21899	4939	0.599916	0.599916	2.57319
bin.7_k119_616	3172	0.14593	0.14593	0.416607
bin.7_k119_17138	5842	0	0	0
bin.7_k119_20189	8641	0.0452244	0.0452244	0.133664
bin.7_k119_3100	30899	0.036554	0.036554	0.11101
bin.7_k119_15384	7677	0	0	0
bin.7_k119_14810	13280	0.00548363	0.00548363	0.00545397
bin.7_k119_3771	4250	0	0	0
bin.7_k119_18478	58703	0.0259082	0.0259082	0.18055
bin.7_k119_16654	4750	0	0	0
bin.7_k119_3309	10348	0.367621	0.367621	2.96905
bin.7_k119_185	8088	0	0	0
bin.7_k119_17174	9828	2.55549	2.55549	421.233
bin.7_k119_11938	16800	0.021982	0.021982	0.0654699
bin.7_k119_17234	4687	0	0	0
bin.7_k119_9859	2523	0	0	0
bin.7_k119_14565	34666	0.0212945	0.0212945	0.148637
bin.7_k119_6545	4146	0	0	0
bin.7_k119_10775	4700	0	0	0
bin.7_k119_12544	2874	0	0	0
bin.7_k119_15671	5013	0.217356	0.217356	0.783165
bin.7_k119_20568	6042	0	0	0
bin.7_k119_12172	5921	0.0597817	0.0597817	0.175812
bin.7_k119_7574	13567	0.12827	0.12827	0.249374
bin.7_k119_16883	8348	0	0	0
bin.7_k119_21037	5224	0	0	0
bin.7_k119_17028	4671	8.47335	8.47335	1733.36
bin.7_k119_10961	9973	1.63178	1.63178	177.982
bin.7_k119_19281	26295	0.114056	0.114056	0.87257
bin.7_k119_18815	5132	0	0	0
bin.7_k119_18867	3712	0.0353734	0.0353734	0.131857
bin.7_k119_9763	4905	0	0	0
bin.8_k119_19005	48321	1.31729	1.31729	73.3617
bin.8_k119_20207	192484	2.22078	2.22078	263.847
bin.8_k119_18167	40877	0.32379	0.32379	2.45977
bin.8_k119_12361	43386	0.464104	0.464104	11.2673
bin.8_k119_4397	309012	1.98102	1.98102	232.816
bin.8_k119_12137	405968	2.04267	2.04267	264.235
bin.8_k119_15685	52666	2.20064	2.20064	259.607
bin.8_k119_6676	220634	2.71048	2.71048	398.587
bin.8_k119_18480	882391	3.39905	3.39905	518.058
bin.8_k119_21533	91676	4.35475	4.35475	732.167
bin.8_k119_16917	6676	0.432731	0.432731	7.6755
bin.8_k119_18616	483423	2.33579	2.33579	317.732
bin.8_k119_18628	52371	1.28467	1.28467	53.0377
bin.8_k119_9548	912417	2.3719	2.3719	317.025
bin.8_k119_18884	158761	3.02835	3.02835	552.896
bin.9_k119_14081	3888	0.179508	0.179508	1.03039
bin.9_k119_15315	10770	0	0	0
bin.9_k119_8599	4034	0	0	0
bin.9_k119_15333	6789	0	0	0
bin.9_k119_14723	5571	0.0368936	0.0368936	0.178344
bin.9_k119_15373	9584	0	0	0
bin.9_k119_12903	11198	0	0	0
bin.9_k119_12909	7161	0	0	0
bin.9_k119_1976	7318	0	0	0
bin.9_k119_13640	3291	0	0	0
bin.9_k119_14406	18912	0.0065025	0.0065025	0.00646155
bin.9_k119_11919	4098	0	0	0
bin.9_k119_17201	5123	0	0	0
bin.9_k119_17211	4664	0	0	0
bin.9_k119_2738	4581	0	0	0
bin.9_k119_20838	9112	0.109797	0.109797	0.646918
bin.9_k119_18071	4269	0.0415149	0.0415149	0.0398011
bin.9_k119_1421	2798	0	0	0
bin.9_k119_5695	13071	0	0	0
bin.9_k119_5708	7997	0	0	0
bin.9_k119_431	4549	0	0	0
bin.9_k119_6349	4042	0	0	0
bin.9_k119_19799	2584	0	0	0
bin.9_k119_11253	5244	0	0	0
bin.9_k119_16756	6194	0	0	0
bin.9_k119_1558	4678	0.240283	0.240283	1.86487
bin.9_k119_15443	13366	0.55395	0.55395	23.7545
bin.9_k119_8266	3086	0.364782	0.364782	1.67506
bin.9_k119_2356	3514	0	0	0
bin.9_k119_7004	4137	0	0	0
bin.9_k119_2394	3268	0	0	0
bin.9_k119_9428	3677	0	0	0
bin.9_k119_9450	4845	0	0	0
bin.9_k119_9886	4667	0	0	0
bin.9_k119_2981	7747	0	0	0
bin.9_k119_14503	9905	0	0	0
bin.9_k119_19070	6798	0.0175993	0.0175993	0.0172924
bin.9_k119_17655	4857	0	0	0
bin.9_k119_14590	7134	0	0	0
bin.9_k119_15607	16528	2.98492	2.98492	624.07
bin.9_k119_15627	5050	0.0330612	0.0330612	0.0319785
bin.9_k119_6650	3428	0	0	0
bin.9_k119_10767	4492	0	0	0
bin.9_k119_9470	5554	0.0407106	0.0407106	0.0797784
bin.9_k119_7210	4667	0	0	0
bin.9_k119_7248	5980	0	0	0
bin.9_k119_9507	4615	0.239418	0.239418	1.90535
bin.9_k119_21500	9952	0	0	0
bin.9_k119_10241	8496	0	0	0
bin.9_k119_14685	4402	0	0	0
bin.9_k119_20766	15468	0	0	0
bin.9_k119_8752	3347	0	0	0
bin.9_k119_16833	4292	0.796234	0.796234	23.2089
bin.9_k119_6689	14299	0	0	0
bin.9_k119_8927	6273	0	0	0
bin.9_k119_21121	6891	0.0516244	0.0516244	0.152246
bin.9_k119_9082	5403	0	0	0
bin.9_k119_17100	4889	0	0	0
bin.9_k119_18608	6444	0	0	0
bin.9_k119_21278	3892	0	0	0
bin.9_k119_7818	2542	0	0	0
bin.9_k119_13368	26932	0.177955	0.177955	5.9485
bin.9_k119_13380	3679	0	0	0
bin.9_k119_13439	3429	0	0	0
bin.9_k119_12633	5952	0	0	0
bin.9_k119_12722	8801	0.0231187	0.0231187	0.115087
